pid,psr,ints,iry
583997,RG-1850,SL-0700,0
584007,PR-0300,EB-1100,15
584079,PR-0300,DA-0950,0
584153,DB-3800,DD-0250,0
584213,DB-3800,AC-2400,0
584370,JL-2300,CF-0500,1
584440,JL-2300,RM-3050,2
584587,CP-2000,OS-0200,0
584609,TR-0800,AJ-0400,1
584642,RW-3850,MB-0650,3
584755,RW-3850,KT-0150,6
584933,TP-2400,BF-0600,25
584957,TP-2400,CB-0800,-2
585016,BR-1100,DM-1300,0
585163,BR-1100,DH-1250,42
585253,JF-1900,JH-0100,0
585544,SW-0100,JP-2000,14
585684,CP-2000,BM-2000,30
585897,ST-0700,BB-2530,76
585949,ST-0700,DR-3700,10
586074,JC-6200,DL-1200,0
586129,MS-4100,CC-4000,35
586265,AL-1100,TJ-2250,0
586271,AL-1100,JL-0600,9
586313,AL-1100,WW-0800,20
586325,MH-1600,WH-0300,5
586387,JF-1900,VR-0200,4
586398,AD-0100,JI-0200,37
586444,AD-0100,LW-0700,0
586472,JF-1900,TN-0400,-1
586499,AD-0100,JI-0200,9
586540,BR-1100,JB-8800,57
586664,EM-0250,RC-1300,37
586740,JL-2300,DG-2450,17
586753,CH-2400,CM-1300,1
586814,CH-2400,AV-0300,6
586942,EM-0200,TP-2000,43
586975,TP-2400,TT-1000,65
587229,CN-0500,TB-2700,41
587326,CK-0100,DF-1200,2
587384,CP-0500,DS-5150,0
587940,MG-0850,JW-5100,23
587980,RT-0150,DR-1100,0
588168,CK-0250,NR-0300,0
588402,GS-1050,JB-8800,21
588446,GS-1050,JB-8800,0
588456,GS-1050,DS-1400,32
588521,AD-0100,JH-0100,15
588528,AD-0100,JH-0100,29
588536,JC-0500,JH-2100,21
588626,JC-0500,RN-0300,0
588677,JC-0500,MJ-1800,7
588743,JF-1900,DB-0950,24
588766,JF-1900,JB-4550,0
588878,PR-0300,BG-2100,8
588883,RT-0150,JP-1400,0
589152,CH-2400,JP-4100,9
589178,CH-2400,YB-0100,6
589238,MR-2500,MF-1400,37
589317,MR-2500,DG-1300,0
589530,MS-4100,WA-0100,27
589721,RG-1850,BB-2530,0
589841,CP-2000,BW-0150,9
589848,CP-2000,WT-0200,29
589853,MC-0700,CM-1600,3
589945,CK-0100,CW-1850,0
589973,DB-3800,AB-3100,22
590101,EM-0200,TW-2700,10
590121,ST-0700,JB-2000,9
590160,ST-0700,JP-2900,24
590182,ST-0700,AR-1400,1
590540,TB-2300,RL-0550,0
590696,RT-0150,JT-1800,0
590763,CN-0500,NC-0100,24
590971,AS-1600,MG-0600,17
591186,BW-0850,WG-0500,21
591365,CK-0250,RD-0650,8
591420,JF-1900,AC-2400,20
591474,GS-1050,CG-1700,0
591508,GS-1050,CG-1700,0
591749,MS-4100,LD-0150,7
591805,MS-4100,LJ-1150,48
591840,MS-4100,KT-0150,16
591893,MS-4100,JB-1250,15
592057,JM-2900,RM-3050,0
592122,AL-1100,KD-0100,22
592268,MM-2570,ZB-0400,3
592423,TR-0800,AR-1400,-4
592695,PM-0200,LR-0600,0
592817,RG-1850,DW-2600,7
592974,MS-4100,TW-2700,0
593029,MS-4100,SS-1300,0
593037,MF-1000,DL-1200,1
593216,MM-2570,BC-0500,0
593417,AS-1600,WW-0900,0
593423,PM-0200,QD-0100,0
593446,PM-0200,MC-2570,20
593629,CH-2400,JH-0100,13
593656,BW-0850,JC-6400,27
593662,BW-0850,DG-2450,3
593773,AL-1100,BP-0900,0
593856,RF-0500,CV-0200,8
593896,RF-0500,CV-0200,0
593938,RF-0500,JF-3060,13
593956,CP-0500,NA-0100,43
594064,CP-0500,CW-2300,15
594166,RT-0150,AC-2400,0
594193,GS-1050,DE-0600,16
594269,MS-1650,BG-2100,0
594422,MC-0700,KG-0850,49
594501,CN-0500,KT-0150,20
594553,MG-0850,MM-3800,1
594575,CN-0500,LD-0150,16
594763,KC-1400,CR-1300,3
595033,AD-0100,EW-0400,21
595063,PR-0300,DK-0750,0
595145,TB-2300,JJ-5000,31
595170,CK-0250,LR-0600,2
595383,EM-0200,BM-2000,32
595680,CK-0250,AB-0200,0
595779,MS-0200,GH-0700,11
595814,TB-2300,DJ-0500,0
596198,EM-0250,LD-0150,25
596201,MG-0850,JB-8800,19
596204,EM-0250,JB-1250,18
596219,MG-0850,SG-0650,0
596264,EM-0250,MF-1400,0
596278,EM-0250,LD-0150,32
596396,MF-1000,SW-0700,71
596478,MR-2500,JB-8100,0
596488,JF-1900,CG-2400,0
596604,JF-1900,AS-0600,1
596628,JF-1900,MS-1300,0
596762,RT-0150,TP-1600,19
596853,GS-1050,KB-2500,0
596892,MM-2570,ER-0100,7
597024,RG-1850,DJ-1600,41
597132,CD-0300,PR-0200,0
597198,NF-0250,CH-4200,30
597434,RF-0500,TK-0800,2
597580,KC-1400,KD-0100,23
597639,KC-1400,RJ-0900,6
597672,EM-0200,DB-6300,30
597812,EM-0200,SW-2300,41
597921,CK-0100,BM-0600,2
597966,RW-3850,EW-1700,0
598416,PM-0200,TK-0100,6
598444,JC-6200,TG-0950,35
598473,JC-0500,ZB-0200,0
598484,JC-6200,TG-0950,44
598516,JC-0500,ZB-0200,43
598628,AL-1100,JJ-5000,32
598645,CK-0250,DB-6100,13
598676,CK-0250,DB-6100,25
598777,CH-2400,AW-1200,34
598793,EM-0250,GH-0700,28
598944,CH-2400,SG-0650,0
599038,MR-2500,JG-4100,2
599062,KC-2350,WM-1000,14
599102,KC-2350,DT-1970,0
599295,TB-2300,MT-0850,0
599453,MG-0850,ER-0150,0
599492,EM-0200,BM-0600,-2
599508,EM-0200,RS-1000,0
599536,EM-0200,RS-1000,1
599572,RW-3850,AR-1400,0
599574,EM-0200,BM-0600,6
599602,EM-0200,ET-0200,0
599622,DB-3800,TM-1750,-2
599633,DB-3800,TJ-2250,7
599881,NF-0250,SP-1650,30
599908,MC-0700,MK-0730,2
600106,RF-0500,AC-1000,20
600148,RF-0500,AC-1000,16
600286,GS-1050,CM-3400,41
600338,MM-2570,EB-0800,47
600378,MM-2570,EB-0800,49
600443,MM-2570,FZ-0100,5
600451,MM-2570,DJ-1600,3
600474,TP-2400,RP-0200,15
600548,MF-1000,SM-3000,21
600648,TR-0800,SS-1300,-5
600660,TR-0800,TW-2700,0
600758,BR-1100,AJ-1200,0
600917,MS-4100,DT-2100,0
600958,MS-4100,DS-2700,3
600987,MS-4100,ME-0470,18
601048,MC-0700,VR-0200,25
601052,MC-0700,GI-1300,-1
601141,MC-0700,RM-1600,14
601213,TL-0800,NC-0100,0
601280,MM-4700,JL-1200,17
601308,MM-4700,LM-1100,0
601443,AS-1600,JF-3060,0
601574,JC-0500,DM-2350,19
601635,JC-0500,ER-0100,25
601775,MS-0200,MA-0200,3
601812,MS-0200,DR-2800,0
601903,RF-0500,AB-0200,8
601972,CH-2400,GW-1400,0
602043,KC-2350,JH-3210,0
602063,TR-0800,DH-0700,6
602134,CN-0500,MJ-0600,4
602194,DB-3800,TD-0700,0
602229,DB-3800,LK-0600,0
602505,MS-4100,JT-3800,-2
602574,MS-4100,WH-0750,38
602594,EM-0200,GQ-0100,0
602623,CP-0500,KC-0900,16
602641,CP-0500,RS-1000,0
602690,CP-0500,MS-2400,32
602738,CP-0500,RS-1000,0
602772,RW-3850,KD-0100,0
602899,MF-1000,CA-0600,40
602907,BR-1100,AH-1800,7
603006,PR-0300,MJ-0900,0
603011,MM-2570,EW-0400,0
603135,JF-1900,LR-0600,1
603212,JF-1900,LR-0600,0
603289,TT-0500,TW-3250,74
603432,JC-6200,BB-2530,54
603605,MR-2500,NB-0400,89
603615,MR-2500,TB-2700,0
603655,CN-0500,WM-1000,3
603670,MR-2500,MW-1450,8
603887,RT-0150,DM-2350,0
603918,RT-0150,ER-0100,17
603932,RT-0150,DM-2350,12
603937,AD-0100,CG-1700,28
603950,AD-0100,JI-0200,27
604026,AD-0100,LW-0700,19
604065,JF-1900,CC-5000,9
604079,AD-0100,JS-4300,0
604085,JF-1900,DK-0750,0
604093,JF-1900,DK-0750,21
604138,BR-1100,CR-1150,12
604221,BR-1100,TG-0950,0
604257,JC-0500,LT-0400,3
604345,CH-2400,AB-1500,46
604494,RF-0500,BM-0800,0
604521,MS-0200,AA-1900,5
604579,MS-0200,MG-1800,0
604628,MC-0700,LD-0400,42
604813,EM-0200,JW-5300,0
604827,CP-0400,RD-1500,25
604850,KC-2350,TM-1200,17
604906,KC-2350,TM-1200,0
604927,AR-1300,CC-4000,0
604943,AR-1300,TJ-1000,3
605063,JC-6200,SS-1300,7
605218,TB-2300,ML-0500,0
605356,MG-0850,KL-0600,2
605411,KC-1400,MS-2400,37
605455,KC-1400,BM-0600,0
605742,PR-0300,RP-0200,14
605915,CP-0500,NB-0400,4
606135,KO-0700,MK-0730,5
606225,KO-0700,BB-2530,6
606317,AL-1100,BF-0800,17
606322,AL-1100,HA-0200,4
606352,AL-1100,HA-0200,1
606442,DB-3800,BF-0600,24
606478,DB-3800,DR-3700,23
606683,AD-0100,SW-2300,30
606698,AD-0100,MI-0150,3
606786,CK-0100,TW-2700,17
607064,AL-1100,AD-0930,27
607142,AL-1100,DH-2950,3
607201,AL-1100,JC-3550,20
607234,AL-1100,AD-0930,0
607255,CN-0500,PW-1200,-1
607368,CN-0500,DW-2600,18
607451,PM-0200,DB-6300,0
607818,CK-0100,KC-0900,0
607836,CK-0100,MS-2400,0
607876,PM-0200,KC-0900,2
607902,PM-0200,MS-2400,69
608082,AR-1300,BM-0600,21
608267,DB-3800,RM-1900,0
608389,JC-6200,CG-1700,45
608426,EM-0250,CC-4000,5
608458,JC-6200,KW-1600,2
608572,AS-1600,JM-2800,0
608600,AS-1600,JM-2800,0
608667,AS-1600,MG-1800,12
608742,SH-1100,JR-2750,0
608818,AD-0680,HS-0130,81
608878,RT-0150,AD-0930,0
609050,GS-1050,CW-3700,2
609247,NF-0250,AB-0200,0
609423,BR-1100,KD-0100,0
609673,JF-1900,EL-0060,1
609923,TR-0800,ER-0150,48
609938,TR-0800,PW-1200,0
609956,TR-0800,PC-0800,0
610075,JM-2900,AC-1000,1
610144,JM-2900,RH-0700,3
610235,AL-1100,RM-4600,15
610361,AL-1100,RM-4600,2
610473,EM-0200,DL-1200,13
610493,EM-0200,GQ-0100,18
610621,PR-0300,JP-4100,12
610855,BR-1100,HN-0300,13
611028,RT-0150,LM-1100,1
611127,MR-2500,LH-0300,-3
611148,MR-2500,GI-1300,14
611199,MR-2500,GI-1300,28
611276,DB-3800,TG-0950,62
611415,JL-2300,BC-1200,4
611502,JL-2300,RM-2000,0
611560,MC-0700,DM-1300,60
611585,MC-0700,DR-1100,0
611638,MC-0700,LR-0600,0
611687,MC-0700,DE-0050,0
611728,EM-0200,SA-0100,3
611870,EM-0200,LF-0500,0
612009,CH-2400,TR-0620,14
612169,MS-4100,MW-1450,23
612402,JM-2900,RM-3050,0
612747,GS-1050,TW-2700,0
612878,DC-0725,KJ-0100,65
612978,DC-0725,BR-0200,5
613055,CK-0100,CC-4000,1
613128,CK-0100,KF-0500,20
613138,CK-0100,KF-0500,18
613250,NF-0250,GT-0300,0
613323,AL-1100,MJ-0600,8
613372,JM-2900,KI-0150,23
613485,TY-0100,DL-0400,27
613730,JL-2300,RG-0700,2
613742,AD-0100,GW-1400,0
613745,JL-2300,RN-0300,0
613939,JF-1900,TG-0950,17
614017,MS-4100,HC-0050,9
614033,MS-4100,DH-4000,0
614187,TR-0800,JJ-1550,25
614266,AD-0680,BC-0600,25
614292,AD-0680,MC-1350,-8
614453,DC-0725,VW-0200,1
614626,RF-0500,PA-0300,0
614678,RF-0500,AR-1400,25
614747,RF-0500,DR-2800,10
614945,KC-2350,MJ-0600,6
615096,BB-2425,VD-0200,-7
615125,BB-2425,GT-0300,47
615599,RW-3850,CH-1500,13
615624,PM-0200,KC-0900,52
615821,GS-1050,RM-5300,45
615933,GS-1050,KF-0500,12
616094,KC-2350,PA-0300,28
616099,EM-0200,KR-0950,0
616101,KC-2350,QD-0100,3
616120,KC-2350,TM-1200,11
616134,KC-2350,AR-1400,55
616263,JC-6200,CM-0900,40
616277,JC-6200,SS-1300,62
616355,CW-1900,MA-0200,8
616399,AL-1100,WW-0900,7
616483,ZM-0150,MA-0200,6
616583,DC-0725,BG-2100,32
616602,MM-2570,JW-5100,33
616606,RT-0150,TC-0385,28
616641,MM-2570,WA-0050,43
616782,GS-1050,DS-2250,40
616938,MG-0850,CA-0600,27
617217,RF-0500,LM-1100,0
617240,RF-0500,NB-0500,0
617243,EM-0250,JW-1100,80
617329,EM-0250,DM-4015,0
617425,BB-2425,BF-0800,8
617475,BB-2425,EW-0400,17
617654,MR-2500,HS-0130,1
617667,MR-2500,JR-2750,-1
617723,CK-0100,MJ-0600,53
617795,NF-0250,AB-1500,0
617845,NF-0250,PC-0800,0
617900,DB-3800,JD-3300,1
618098,TB-2300,SS-1700,34
618126,TB-2300,HA-0200,39
618214,CP-2000,JP-2000,49
618218,CP-2000,JL-0500,10
618284,MF-1000,HS-0130,5
618333,RF-0500,OS-0200,2
618429,TR-0800,KL-0800,5
618525,KO-0700,RM-1300,41
618534,MS-4100,SG-0650,21
618816,BH-1900,MG-1800,0
618863,AL-1100,HN-0300,3
618923,JF-1900,VD-0200,29
618957,AL-1100,CM-3250,18
619065,MG-0850,PR-0400,0
619086,DB-3800,JB-1250,0
619107,DB-3800,DL-0400,33
619180,DB-3800,AV-0300,0
619284,MR-2500,QD-0100,6
619432,NF-0250,EG-0050,0
619578,JC-6200,RH-0700,1
619621,CN-0500,LB-0900,2
619698,JC-6200,TD-0900,35
619769,BB-2425,CA-0600,0
619846,BB-2425,BM-0800,22
619926,PM-0200,JP-4100,1
619948,PM-0200,CC-0200,23
620104,PR-0300,PA-0100,0
620138,GS-1050,BF-0800,27
620365,AS-1600,PC-0800,2
620773,AL-1100,JT-4150,8
621029,MR-2500,DH-4900,0
621078,KO-0700,JC-3550,0
621304,AD-0100,AC-1000,80
621328,AD-0100,RH-0700,8
621367,CN-0500,RN-0300,31
621541,BR-1100,BS-2300,-2
621697,BB-2425,BW-2900,34
621801,RT-0150,CH-2250,10
621822,RT-0150,SS-1300,0
621940,TB-2650,GQ-0100,20
622001,TB-2650,TW-1750,2
622017,TB-2650,TW-1750,0
622259,GS-1050,AT-0100,22
622277,MG-0850,JS-4300,31
622600,DC-0725,JV-0425,0
622745,KC-2350,RJ-0900,30
622759,KC-2350,JP-4100,6
622775,KC-2350,RJ-0900,28
622937,RW-3850,RM-2000,0
623018,NF-0250,AR-1400,7
623037,NF-0250,ZB-0200,18
623278,AD-0680,DJ-1750,20
623510,TB-2650,LM-1100,9
623518,TB-2650,LM-1100,0
623546,KO-0700,RB-2250,1
623673,JC-6200,RJ-2000,50
623813,MS-4100,KL-0600,0
623914,MS-4100,KV-0050,45
623936,DB-3800,GQ-0100,23
624073,CN-0500,CH-2250,21
624507,CW-1900,BB-2725,0
624508,KC-2350,WW-0900,13
624612,BB-2425,TG-0950,31
624669,BB-2425,TG-0950,1
624724,BB-2425,BS-2300,6
624756,BH-1900,TS-2050,15
624813,JF-1900,RA-0650,0
624879,JF-1900,RA-0650,21
625091,PR-0300,KC-1800,12
625147,TR-0800,PA-0300,38
625320,CP-0500,CW-3700,30
625496,CK-0100,AT-0100,3
625651,RF-0500,BK-0300,16
625817,PR-0300,CH-1500,1
625886,PR-0300,RM-4600,0
625973,MS-4100,RA-0650,0
626011,MR-2500,CV-0200,45
626138,JF-1900,EL-0060,5
626152,JF-1900,AJ-1200,12
626197,AD-0100,CM-3250,5
626299,ZM-0150,DS-5150,25
626416,AD-0680,RP-0200,10
626642,JC-6200,DR-1100,0
626739,GS-1050,SG-0650,13
626747,GS-1050,PB-0750,0
626753,GS-1050,AW-1200,26
626857,MV-0300,DS-1400,32
626909,MG-0850,CM-3400,0
627127,RW-3850,JN-1750,27
627133,CN-0500,MB-5050,24
627241,BB-2425,LD-0400,81
627289,BB-2425,BG-2100,22
627338,RT-0150,JT-1300,0
627436,NF-0250,AC-2400,40
627526,NF-0250,AC-2400,18
627578,MS-0200,TG-0950,35
627789,AL-1100,WG-0500,33
627926,AL-1100,AB-1950,0
628035,AR-1300,DH-2000,10
628060,AR-1300,CW-1850,0
628134,CM-1500,JW-3050,0
628272,DB-3800,DE-0500,24
628307,CN-0500,CW-1850,2
628522,AD-0100,SM-0700,0
628558,AD-0100,JT-1300,10
628574,BB-2425,GI-1300,16
628626,MG-0850,DW-2600,54
628644,BH-1900,JB-1250,18
628646,MG-0850,TG-0950,12
628714,BH-1900,CM-1600,3
628757,CP-0500,TP-0650,58
628844,BW-0850,TM-0850,9
628884,BW-0850,AC-2400,7
629101,PR-0300,RJ-2000,16
629156,PR-0300,BG-2100,26
629166,PR-0300,BG-2100,0
629288,RG-1850,CM-3400,1
629417,NF-0250,AB-2250,51
629450,MS-0100,JR-3230,13
629517,MS-0100,JR-3230,4
629523,RF-0500,DR-3700,2
629602,AD-0680,AB-1500,0
629614,AD-0680,PC-0800,10
629764,PM-0200,RN-1100,11
629822,TB-2300,BR-1050,0
629844,PM-0200,BB-3400,30
629955,DC-0725,BI-0150,35
629960,DC-0725,RS-1000,22
630156,JF-1900,JW-6500,30
630474,AD-0100,CR-1150,15
630612,AD-0100,BS-2300,30
630623,AD-0100,BS-2300,0
630865,RT-0150,JI-0200,70
630866,MS-4100,BG-2100,0
630970,DB-3800,AB-1500,22
631049,DB-3800,CC-5300,29
631202,BR-1100,JJ-1100,9
631232,BR-1100,JJ-1100,1
631461,JM-2900,DL-2300,0
631472,JM-2900,KI-0150,0
631613,BB-2425,BC-0600,11
631780,ZM-0150,DG-2000,15
631787,PM-0200,DH-2150,-1
631832,PM-0200,JT-3800,7
631863,DC-0725,BR-1050,0
631915,DC-0725,TW-0600,18
632069,CP-0500,AO-0250,44
632099,AD-0680,PP-0400,0
632106,AD-0680,PP-0400,30
632153,RW-3850,ZB-0200,7
632217,RW-3850,QD-0100,0
632245,EM-0200,ET-0200,47
632314,JC-6200,MH-4000,9
632436,JC-6200,CH-2250,82
632471,CN-0500,CW-2300,-1
632548,CN-0500,BF-0600,34
632562,CN-0500,NA-0100,3
632877,JC-6200,XR-0100,0
632905,JC-6200,HS-0130,52
632949,TB-2650,RM-5300,0
632992,RM-0300,JH-0100,0
633126,BH-1900,MM-4000,0
633263,MS-0100,JP-2000,52
633288,MS-0100,TW-2700,2
633597,PM-0200,AO-0250,0
633623,PM-0200,TJ-2250,4
633844,EM-0200,CB-2250,12
633857,EM-0200,MW-1750,1
633897,EM-0200,ER-0150,51
633925,EM-0200,CC-5300,1
633941,EM-0200,CB-2250,0
633955,RG-1850,DL-0400,0
633983,RG-1850,JB-1250,19
634118,CN-0500,KI-0150,0
634187,CN-0500,DT-1970,19
634487,DS-3800,JB-8700,17
634515,DS-3800,CV-0200,25
634546,MS-4100,RJ-0900,0
634623,TB-2300,MA-0200,0
634644,AL-1100,DM-1300,10
634665,TB-2300,MA-0200,10
634762,ZM-0150,WG-0500,28
634819,BR-1100,JM-2800,0
635105,MR-2500,JH-0100,0
635139,BH-1900,KI-0150,14
635213,BH-1900,DT-1970,0
635223,BH-1900,DS-3175,-5
635256,JM-2900,CC-4000,0
635355,JM-2900,RM-5300,6
635416,BB-2425,VD-0200,42
635627,TB-2650,MH-4000,0
635832,TB-2300,JI-0200,5
635898,MS-4100,LR-0600,2
635967,MS-0100,BG-0400,0
636048,MS-0100,DS-3450,33
636110,ZM-0150,BB-2530,0
636198,RM-0300,RM-1600,4
636216,AD-0100,JJ-5000,60
636303,SH-1100,BF-0800,9
636335,PR-0300,JJ-1550,99
636451,SH-1100,MG-0600,4
636495,DS-3800,BM-0600,2
636741,RT-0150,TW-0600,37
636846,CK-0100,GD-0600,7
637018,EM-0200,BC-1200,45
637179,MV-0300,DW-3950,34
637333,DB-3800,WH-0750,44
637528,JC-6200,GQ-0100,0
637556,JC-6200,JI-0200,0
637678,TR-0800,CW-2300,0
637717,TR-0800,NA-0100,1
637746,CK-0100,RS-1000,5
637854,CK-0100,RS-1000,1
637918,KO-0700,JL-1200,0
637952,BH-1900,DS-1400,18
637962,KO-0700,JH-0100,0
638008,BH-1900,DS-1400,20
638055,AL-1100,RC-1300,8
638276,DC-0725,EG-0050,0
638286,DC-0725,TJ-2250,22
638371,MS-0200,TJ-2250,43
638536,CN-0500,JR-2750,23
638608,BR-1100,KV-0050,0
638634,BR-1100,CJ-2400,6
638724,AD-0100,JB-1250,32
638773,AD-0100,BD-0950,0
638791,JM-2900,TN-0400,3
638793,AD-0100,AV-0300,26
639072,PR-0300,DS-2700,0
639255,ZM-0150,JJ-5000,25
639334,JL-2300,JR-3230,8
639387,JL-2300,AB-2250,67
639428,DS-3800,DL-2300,21
639447,MR-2500,RJ-0900,88
639542,DS-3800,JW-5300,15
639821,AS-1600,DW-1100,3
639991,RT-0150,DW-0700,25
640039,GS-1050,RJ-2000,-4
640201,JC-6200,OS-0200,0
640405,BH-1900,MA-0200,0
640482,AL-1100,JG-1250,23
640531,AL-1100,JL-1200,34
640564,BH-1900,JG-2500,0
640614,JM-2900,GQ-0100,0
640639,JM-2900,JI-0200,11
640833,EM-0200,MH-3650,23
640856,ZM-0150,DR-2800,36
640884,JL-2300,QD-0100,10
640951,JF-1900,RS-2500,0
641054,GS-1050,GH-1050,27
641134,TB-2650,DW-0700,0
641242,DB-3800,BB-1750,0
641412,CM-1500,RM-3050,1
641535,CM-1500,TM-1750,20
641666,BB-2425,DS-5150,6
641759,PM-0200,CG-1700,60
641799,KO-0700,BM-0330,0
641803,PM-0200,SG-0650,48
641812,KO-0700,CH-1500,38
641980,AS-1600,AO-0370,26
642041,CK-0100,BR-1450,0
642187,CK-0100,CW-3700,3
642339,MS-0100,TS-1650,0
642447,TB-2300,MT-0350,0
642476,PR-0300,AA-1900,0
642584,MR-2500,MB-5100,32
642863,SH-1100,PP-0400,0
642895,MR-2500,WG-0500,52
643099,KO-0700,TW-2700,0
643139,AR-1300,BR-0150,16
643156,AR-1300,BR-0150,28
643238,JM-0850,DK-0750,2
643252,AD-0100,CR-1150,15
643265,JM-0850,AJ-1200,0
643396,TB-2650,GQ-0100,56
643402,TB-2650,DS-2250,2
643506,AL-1100,KL-0800,27
643644,TS-0550,VD-0200,8
643860,TB-2300,JT-3600,0
643891,RT-0150,DH-1250,60
643957,RT-0150,PC-0300,10
644339,JM-2900,LK-0600,0
644506,BB-2425,JM-4300,6
644812,PR-0300,AT-0100,4
644828,PR-0300,RM-4600,19
644907,RW-3850,ER-0150,73
645108,MS-0100,JW-3050,0
645148,MS-0100,BC-0600,8
645155,JC-6200,PR-0400,2
645231,JC-6200,PW-0350,32
645258,JC-6200,PW-0350,21
645496,PR-0300,PC-0800,0
645518,PR-0300,AB-1500,49
645591,PR-0300,CC-5300,24
645806,RG-1850,NA-0100,1
645830,MS-0100,BB-2725,0
645892,MS-4100,BV-0150,0
645903,MS-4100,RM-5300,1
646000,JC-3100,GQ-0100,0
646046,RT-0150,HS-0130,11
646115,TB-2650,DS-1760,2
646214,DB-3800,DT-1970,0
646329,DB-3800,RM-1900,5
646457,GS-1050,JC-3550,0
646483,TB-2300,MW-2250,1
646786,JM-2900,DJ-2350,18
646887,CN-0500,BW-2650,0
646927,BH-1900,JN-1750,33
646963,CK-0250,DS-4300,0
647013,JF-1900,AB-2250,2
647020,JF-1900,KJ-0100,5
647057,JF-1900,KJ-0100,27
647170,SH-1100,KW-2800,7
647385,AL-1100,JW-3050,46
647388,AL-1100,AH-3350,8
647486,KO-0700,CW-3700,0
647624,KO-0700,BR-1450,7
647783,RL-0950,RS-1000,53
647820,AD-0100,AT-0100,33
647856,PM-0200,RN-0300,3
647940,PM-0200,AJ-1200,11
647968,PM-0200,DK-0750,30
647978,PM-0200,DK-0750,0
648044,MR-2500,RH-0700,31
648100,MR-2500,TB-1850,84
648538,PR-0300,KC-1800,0
648621,PR-0300,KC-1800,0
648867,TB-2650,KF-0500,31
649159,MS-0100,MH-1060,11
649287,EM-0200,NA-0100,40
649366,DB-3800,LJ-1150,-6
649391,DB-3800,BM-1250,0
649403,DB-3800,KT-0150,3
649433,JM-2900,KL-0600,2
649559,RG-1850,BC-0600,35
649572,TR-0800,JJ-1150,9
649575,RG-1850,BC-0600,4
649774,CS-1350,LW-0700,0
649811,CK-0250,DG-2450,55
650122,DC-0725,JB-8100,5
650174,RL-0950,MW-1750,0
650227,RL-0950,CC-5300,7
650280,RL-0950,CD-0200,0
650328,RW-3850,MR-1250,18
650390,SH-1100,JH-4050,8
650403,SH-1100,BI-0150,49
650452,AD-0100,BM-0800,3
650491,AD-0100,BM-0800,31
650545,BR-1100,RN-0300,-4
650571,BW-2625,DS-0600,6
650660,CN-0500,AC-2400,50
650730,RL-0950,LK-0600,1
650750,RL-0950,TB-1850,11
650888,BR-1100,TS-3500,3
650904,BR-1100,DS-4300,0
651171,MS-4100,KW-0960,5
651328,TB-2300,DS-2700,0
651377,JF-1900,DM-1300,0
651421,JF-1900,DH-1250,0
651448,CN-0500,RS-1000,0
651558,CN-0500,KC-0900,90
651811,AL-1100,BR-1050,2
651848,AL-1100,RM-4600,0
651915,AR-1300,RS-1000,0
651918,RW-3850,HC-0050,26
651960,RW-3850,HC-0050,27
651963,AR-1300,BM-0600,5
651975,RW-3850,SS-1300,0
652045,RW-3850,MB-5100,4
652136,TB-2300,DJ-0500,6
652200,AL-1100,DR-1100,30
652227,AL-1100,JC-3550,25
652268,TB-2300,JL-0230,14
652337,TB-2300,BW-0150,6
652398,RW-3850,MB-5250,3
652538,BR-1100,DH-1250,0
652707,JC-6200,CM-0900,48
652735,BH-1900,MP-0950,0
652952,RF-0500,TG-0950,0
652997,JM-0850,MW-2250,18
653094,AL-1100,RD-0050,27
653218,AL-1100,AW-1200,26
653263,KC-2350,BG-2100,2
653356,KC-2350,BM-0800,0
653436,CN-0500,PP-0800,19
653480,BB-2425,JN-1750,30
653529,BB-2425,TD-0700,1
653582,RW-3850,TJ-2250,15
653831,DB-3800,RJ-0900,10
653926,PR-0300,GQ-0100,31
653964,PR-0300,DS-2250,0
653983,MS-4100,KE-0550,0
653989,MS-4100,PR-0400,27
654053,JW-5650,CS-1250,26
654109,JW-5650,DM-4070,8
654291,MM-2570,RN-0300,0
654448,PM-0200,JS-4300,24
654484,JF-1900,AT-0100,51
654527,JF-1900,DS-4300,0
654597,TR-0800,UU-0100,1
654656,TR-0800,TM-1200,19
654717,MR-2500,KA-0750,0
654779,SB-1100,WM-1000,3
654793,MR-2500,WT-0200,23
654872,SB-1100,RA-0675,0
655008,TB-2650,TB-2700,26
655080,PM-0200,MP-0950,55
655096,AS-1600,AT-0100,9
655164,AS-1600,CH-1500,20
655284,CN-0500,RM-4600,17
655358,RM-0300,AK-0650,8
655659,DB-3800,CC-4000,-2
655865,MS-4100,JT-3300,11
655968,JC-6200,TJ-0950,26
655985,CP-0500,JA-0900,2
655994,JC-3100,PP-0400,1
656109,TT-0500,MB-5250,9
656162,TT-0500,DH-1250,20
656259,TT-0500,LR-0600,0
656413,PR-0300,VR-0200,0
657237,DC-0725,WH-0750,25
657260,JF-1900,NT-0150,-12
657374,SB-1100,SL-0500,0
657410,SB-1100,JW-3050,24
657575,RW-3850,JE-0350,1
657607,AL-1100,CP-2600,29
657648,RF-0500,MA-0200,0
657701,AL-1100,DR-1100,0
657734,AL-1100,MG-0600,0
657764,KC-2350,PA-0300,6
657853,KC-2350,UU-0100,0
657982,BW-0850,WM-1000,11
658120,MM-0912,DL-2300,69
658174,AL-1100,PC-0800,27
658185,AL-1100,ZB-0400,45
658225,MM-0912,DL-2300,26
658430,JM-2900,CW-3700,0
658480,JF-1900,AJ-1200,0
658529,AD-0100,JS-4300,0
658683,BB-2425,DM-1300,27
