pid,qtr,min,sec,dwn,yds,pts,player,type
384669,2,0,47,2,26,7,MC-2400,REC
384688,3,10,7,2,2,7,JS-6700,RUSH
384715,4,14,54,2,7,7,RM-3500,REC
384741,4,5,38,4,9,7,LM-1500,REC
384750,4,3,16,1,13,7,LM-1500,REC
384799,1,0,55,3,23,7,AP-0400,REC
384811,2,11,4,2,5,7,LM-0700,RUSH
384826,2,4,58,2,13,7,WM-0300,RUSH
384840,2,0,49,1,1,7,LM-0700,RUSH
384925,1,9,29,2,2,7,SH-1100,RUSH
384950,2,14,24,2,4,7,CP-2100,RUSH
384981,2,0,32,1,6,7,AR-0200,REC
384996,3,11,25,2,1,7,DF-1400,RUSH
385036,4,10,0,1,9,7,JH-4000,REC
385059,4,1,15,4,2,7,JC-0500,RUSH
385087,1,7,38,1,1,7,TD-2200,RUSH
385130,2,5,52,3,16,7,JU-0200,REC
385137,2,4,29,2,5,7,LF-0200,REC
385147,2,1,24,2,30,7,DB-3600,REC
385173,3,8,49,3,38,7,LF-0200,REC
385189,3,1,22,3,14,7,SB-1400,REC
385205,4,12,11,4,2,7,DB-3600,REC
385295,2,6,55,2,13,6,LC-0800,REC
385311,2,2,25,1,27,7,TG-0900,REC
385314,2,2,12,1,25,7,PM-0800,INT
385338,3,10,35,2,10,8,LW-0500,RUSH
385346,3,7,16,2,20,7,AF-0200,REC
385438,2,12,28,3,1,7,DM-2200,RUSH
385463,2,2,9,3,4,7,CB-4800,REC
385476,2,0,15,1,1,7,BC-0700,REC
385490,3,11,37,2,73,7,CC-2600,FUM
385500,3,8,28,1,96,7,JH-1000,FUM
385573,1,7,42,3,26,6,TB-1000,RUSH
385584,1,2,57,2,1,7,LT-0600,RUSH
385599,2,11,39,2,12,7,BM-0100,REC
385618,2,3,38,2,4,7,LT-0600,RUSH
385639,3,12,54,2,37,7,TB-1000,RUSH
385646,3,10,6,3,13,7,DS-3300,REC
385650,3,9,48,1,14,7,LT-0600,RUSH
385679,4,13,9,1,25,8,TS-0700,REC
385687,4,9,52,1,2,7,DS-3300,RUSH
385706,4,1,19,4,4,7,JH-3600,RUSH
385724,1,10,37,2,42,7,LF-0200,REC
385766,2,9,10,3,71,7,AB-2000,REC
385782,2,3,0,1,7,7,MT-2400,RUSH
385794,2,0,27,1,2,7,JP-1900,REC
385800,3,14,17,2,27,7,AR-1400,FUM
385830,3,2,54,1,4,7,TH-1600,RUSH
385866,4,4,19,1,5,7,RW-2200,REC
385907,1,3,2,2,1,7,JA-0300,RUSH
385926,2,10,18,1,3,7,LT-0600,RUSH
385951,2,0,47,1,9,7,DS-3300,RUSH
385978,3,8,16,3,72,7,RW-1100,REC
386053,5,8,48,2,22,6,DS-3300,RUSH
386114,2,2,51,3,64,7,ER-0100,INT
386147,3,7,41,1,8,7,LM-0700,RUSH
386170,4,13,19,2,2,6,RB-3900,REC
386193,4,4,0,3,5,7,JF-1900,RUSH
386251,2,11,14,3,40,7,AP-0700,RUSH
386266,2,6,43,3,44,7,AS-0100,INT
386277,2,1,55,2,3,7,AP-0700,RUSH
386341,4,6,53,1,71,7,BW-1000,REC
386396,1,4,45,1,8,7,CJ-1700,RUSH
386408,1,1,28,3,48,7,DM-0500,REC
386541,1,12,0,1,9,7,JS-6700,RUSH
386560,1,2,47,3,3,7,TH-1600,REC
386565,1,1,51,2,4,7,EJ-0200,RUSH
386603,2,3,41,2,29,7,LF-0200,REC
386696,4,0,57,1,8,6,SS-2100,REC
386722,1,6,5,2,1,7,DM-2200,RUSH
386824,4,15,0,1,1,7,BC-0700,REC
386867,1,13,8,1,41,7,VJ-0100,REC
386881,1,8,0,4,67,7,SH-1300,PR
386936,2,0,45,1,3,7,WP-0100,RUSH
386953,3,7,10,2,8,7,HM-0200,REC
386979,4,12,56,1,1,7,GR-0600,RUSH
386991,4,9,13,1,4,7,LN-0100,REC
387002,4,4,17,2,16,7,WP-0100,RUSH
387017,4,2,3,3,62,7,DS-3300,REC
387068,2,14,16,3,65,7,SH-1300,REC
387095,2,2,44,1,3,7,WM-0300,RUSH
387160,4,9,32,1,1,7,WM-0300,RUSH
387172,4,4,39,3,40,7,TP-1600,INT
387195,1,9,28,2,9,7,LF-0200,REC
387224,2,13,30,1,62,7,LF-0200,REC
387246,2,3,8,1,1,7,LF-0200,REC
387289,3,4,13,2,6,7,BC-0700,REC
387301,3,0,56,2,31,6,BC-0700,REC
387314,4,10,56,1,62,6,DJ-0200,REC
387330,4,2,59,3,8,8,TH-1600,REC
387375,2,14,9,3,1,7,GR-0600,RUSH
387387,2,8,43,1,1,7,BP-0300,REC
387413,2,0,18,1,100,7,JH-2100,INT
387463,4,7,41,3,1,7,LF-0200,REC
387483,4,2,47,2,64,7,LF-0200,REC
387494,4,0,42,2,6,7,SH-1300,REC
387570,2,1,29,1,34,7,SH-1300,REC
387575,2,0,53,1,14,7,JG-0200,REC
387711,2,8,41,1,1,7,OM-0400,REC
387767,3,1,25,3,20,6,TG-1300,REC
387806,4,3,29,1,9,7,RW-2600,REC
387847,1,2,16,3,3,7,WM-0300,REC
387867,2,10,9,4,0,7,JM-3200,BLPU
387907,3,9,3,1,2,7,DB-3200,REC
387920,3,4,2,3,9,7,TH-1100,REC
387949,4,8,14,1,1,7,LM-0700,RUSH
387958,4,5,28,2,10,7,SR-1500,REC
387969,4,2,14,3,31,7,MC-1400,REC
387979,4,0,36,4,1,7,WM-0300,RUSH
388002,1,7,2,1,11,7,DW-3600,RUSH
388023,2,15,0,3,2,7,VA-0100,FUM
388032,2,11,14,4,85,7,DJ-0200,PR
388038,2,10,1,1,9,7,BC-0700,REC
388055,2,3,22,2,4,7,BW-1000,REC
388090,3,7,7,3,3,7,DM-2200,RUSH
388293,4,0,41,1,1,7,CB-1400,RUSH
388297,4,0,28,2,87,6,BS-4100,REC
388340,2,11,17,2,1,7,AP-0700,RUSH
388366,2,1,46,4,67,7,JC-5600,PR
388387,3,10,10,3,1,7,AP-0700,RUSH
388405,3,1,12,3,6,7,PH-0400,REC
388440,4,6,11,1,64,7,AP-0700,RUSH
388462,4,0,35,3,26,7,RR-1300,REC
388529,2,3,27,3,30,7,CS-4200,REC
388555,3,7,39,2,1,7,TJ-2700,RUSH
388588,4,12,35,2,48,7,DB-0700,FUM
388595,4,10,17,1,38,7,TJ-2700,RUSH
388674,2,3,43,2,3,7,JA-0300,RUSH
388709,3,7,4,1,35,7,RW-1100,REC
388739,4,11,12,4,7,6,MJ-2500,RUSH
388773,1,12,17,3,9,7,MC-2400,REC
388782,1,9,42,1,39,7,RM-3500,REC
388811,2,14,11,4,4,7,KS-1700,RUSH
388834,2,3,49,3,1,7,JS-2700,REC
388846,2,1,17,1,15,7,JS-2700,REC
388869,3,11,50,1,1,7,MS-4100,RUSH
388892,3,3,11,1,58,7,DH-2400,REC
388899,3,1,43,1,65,7,LD-0400,FUM
388915,4,8,38,3,13,7,HE-0300,REC
388976,2,10,26,3,1,7,CW-2200,RUSH
389007,2,0,55,1,42,7,MA-1400,REC
389023,3,11,34,2,66,7,RW-3200,REC
389056,4,13,50,1,1,7,DW-0900,RUSH
389060,4,12,56,2,80,7,PC-0900,REC
389079,4,4,6,1,6,7,MB-0400,RUSH
389093,4,1,31,4,2,7,KW-2300,REC
389168,2,2,28,1,6,7,FG-0200,RUSH
389206,3,4,18,2,5,7,LF-0200,REC
389239,4,7,29,3,3,7,FG-0200,REC
389305,2,10,22,3,30,7,MM-0700,REC
389323,2,2,29,1,37,7,OU-0100,FUM
389332,2,0,33,4,8,7,HS-0200,RUSH
389401,4,1,37,1,17,7,CC-4300,REC
389467,2,5,50,2,1,7,JC-0700,REC
389486,2,0,18,1,12,7,NB-0800,REC
389511,3,5,8,1,33,7,JC-0700,REC
389518,3,3,52,1,62,7,JJ-4800,RUSH
389634,2,4,40,1,1,7,RG-1600,RUSH
389662,3,10,19,1,36,7,DH-2700,REC
389720,4,1,18,3,50,8,GJ-0400,REC
389756,1,3,3,2,11,7,SN-0400,REC
389782,2,6,25,1,1,7,FT-0100,RUSH
389792,2,3,38,1,26,7,AS-0400,INT
389861,4,5,38,2,10,7,FJ-0100,REC
389874,4,2,10,2,18,6,BW-0700,REC
389879,4,0,55,1,16,6,BW-0700,REC
389910,1,3,17,3,4,7,MB-5200,RUSH
389937,2,4,49,1,1,7,LT-0600,RUSH
390024,4,7,29,2,15,7,VJ-0100,REC
390039,4,2,41,4,57,7,LM-1800,REC
390050,4,0,21,2,5,7,DS-3300,RUSH
390092,1,0,43,1,24,7,TG-1300,REC
390100,2,12,31,1,3,7,DW-3600,RUSH
390117,2,5,16,2,10,7,JS-4800,REC
390133,2,0,53,1,7,7,RW-2200,REC
390176,4,12,27,2,1,7,MT-2400,RUSH
390190,4,6,53,3,11,7,DR-3200,REC
390270,2,5,46,2,8,7,CJ-1100,REC
390282,2,1,9,2,1,7,VS-0100,REC
390309,3,7,54,1,27,7,AP-0700,RUSH
390347,4,6,2,1,3,7,PH-0400,REC
390388,1,8,35,2,5,7,LC-0800,REC
390401,1,3,28,3,3,7,DD-2600,REC
390406,1,2,26,2,4,7,RG-1600,RUSH
390427,2,10,25,3,1,7,CP-0500,RUSH
390437,2,7,56,2,37,7,CW-3700,INT
390452,2,1,28,3,5,7,CH-2800,REC
390491,3,1,13,3,13,7,CJ-1200,REC
390556,1,8,10,1,1,7,TH-1600,RUSH
390586,2,11,51,4,72,7,AR-1400,BLFG
390617,2,1,0,1,5,7,JW-6600,REC
390650,3,5,35,2,22,7,LF-0200,REC
390661,3,1,42,3,25,7,ML-1500,REC
390685,4,7,19,4,19,7,MW-0400,REC
390855,4,2,45,1,29,7,DB-3200,REC
390869,4,1,12,2,5,7,DM-1600,RUSH
390964,3,14,3,2,9,7,DK-0400,REC
391051,1,10,59,1,15,7,MC-2400,REC
391057,1,9,13,1,71,7,DJ-0200,REC
391123,2,0,50,1,25,7,MC-2400,REC
391136,3,13,49,1,11,7,HE-0300,REC
391144,3,11,44,1,7,7,MB-1500,RUSH
391171,3,0,34,4,3,7,JA-2900,REC
391188,4,9,42,3,19,7,RB-4900,RUSH
391216,4,1,10,3,97,7,DS-1600,INT
391239,1,8,41,3,57,7,CJ-1700,RUSH
391255,1,2,20,3,19,7,AJ-0900,REC
391259,1,1,28,2,69,7,CJ-1700,REC
391274,2,12,5,3,8,7,NW-0100,REC
391277,2,11,54,1,72,7,AJ-0900,REC
391283,2,10,42,2,29,7,JJ-3900,REC
391329,3,10,6,3,91,7,CJ-1700,RUSH
391351,3,1,19,1,1,7,OD-0100,REC
391457,2,4,0,3,2,7,LR-0400,REC
391549,1,11,37,3,32,7,LE-0300,REC
391560,1,6,33,1,76,7,DW-2600,INT
391581,2,13,2,2,42,7,KW-2300,REC
391622,2,0,32,1,8,7,CW-2200,REC
391682,4,9,23,1,43,7,TO-0200,REC
391698,4,5,32,4,6,6,JS-6400,REC
391749,1,2,48,1,79,7,FG-0200,RUSH
391800,2,0,26,3,1,7,JJ-4800,REC
391805,3,15,0,1,80,7,FG-0200,RUSH
391903,1,5,2,4,1,7,MS-3400,REC
391950,2,0,23,3,6,7,KD-0400,REC
391982,3,5,31,1,2,7,BR-1100,RUSH
392009,4,6,25,3,7,7,JK-1800,REC
392056,1,8,7,3,2,7,TS-0700,REC
392159,4,12,22,1,2,7,PH-0500,RUSH
392169,4,8,35,1,45,7,CB-4800,RUSH
392209,1,9,31,3,81,7,DS-3300,REC
392220,1,4,53,2,5,7,WM-0300,RUSH
392242,2,10,56,1,3,7,WM-0300,RUSH
392269,2,1,45,1,27,7,KW-0700,REC
392301,3,8,30,2,9,7,TH-1100,REC
392316,3,2,33,3,35,7,VJ-0100,REC
392386,1,4,15,1,2,7,MB-0400,RUSH
392395,1,2,56,3,34,7,BJ-1600,INT
392414,2,9,9,3,1,7,JW-6000,REC
392438,2,0,53,3,22,7,MM-0700,REC
392476,3,3,35,3,3,7,TR-0800,RUSH
392489,4,13,31,3,22,7,SS-2200,REC
392510,4,3,46,1,7,7,FJ-0300,RUSH
392526,1,15,0,1,80,7,DC-1600,REC
392538,1,8,49,1,14,7,RB-3900,RUSH
392635,4,13,29,3,3,7,RB-3900,RUSH
392643,4,10,12,1,15,7,DB-4800,RUSH
392661,4,3,29,2,48,7,PG-0100,REC
392689,1,10,19,1,7,7,WM-0300,RUSH
392747,2,1,1,2,15,7,WM-0300,RUSH
392771,3,7,38,1,9,7,RR-0400,RUSH
392807,4,8,18,1,72,7,DM-0500,REC
392859,1,1,14,1,27,7,WP-0100,REC
392908,3,13,44,2,30,6,JJ-5000,INT
392930,3,3,4,2,1,7,BR-1100,RUSH
392951,4,9,20,1,23,6,CB-1400,RUSH
392976,4,0,18,2,4,8,AC-0100,REC
393015,1,1,26,1,21,7,BJ-1800,REC
393064,3,13,26,1,57,7,SM-3600,REC
393123,4,5,31,2,2,6,MM-5300,RUSH
393133,4,2,43,1,4,7,RC-0800,REC
393180,1,2,4,2,18,7,JJ-3900,REC
393192,2,11,25,1,2,7,DG-0600,RUSH
393208,2,5,38,2,9,7,KW-0300,REC
393214,2,3,56,1,61,7,MJ-2500,RUSH
393226,2,0,23,3,2,7,OD-0100,REC
393241,3,10,13,1,1,7,MJ-2500,RUSH
393266,4,14,20,1,8,7,MJ-2500,RUSH
393323,1,8,43,2,30,7,SR-0500,REC
393359,2,9,31,1,5,7,VD-0100,REC
393394,2,0,6,2,74,7,NC-0200,BLFG
393417,3,4,47,0,101,7,PH-0400,KR
393442,4,8,17,2,20,7,VD-0100,REC
393472,4,0,12,3,32,7,GL-0300,REC
393517,2,11,45,2,8,7,FT-0100,RUSH
393527,2,8,48,1,2,7,MT-2400,RUSH
393615,4,7,55,3,36,7,CB-0300,REC
393643,1,9,40,3,14,7,MS-0100,RUSH
393650,1,6,56,2,2,7,BH-1000,REC
393682,2,9,31,2,5,7,LW-1100,RUSH
393728,3,11,39,2,9,7,NW-0100,REC
393747,3,5,10,2,6,7,JC-5400,REC
393825,1,6,15,2,5,7,LM-1000,RUSH
393837,1,1,34,3,1,7,KK-1200,RUSH
393857,2,8,39,2,13,7,MB-3400,REC
393860,2,8,16,1,64,7,DJ-0200,REC
393938,4,6,51,1,35,7,BC-0700,REC
393951,4,2,0,1,9,7,BW-0100,REC
394006,2,9,55,2,1,7,JK-2200,RUSH
394018,2,4,51,2,16,7,DF-0500,REC
394025,2,2,0,1,21,7,DD-2600,REC
394036,2,0,8,1,19,7,DF-0500,REC
394089,4,12,18,2,4,6,AR-1300,RUSH
394107,4,4,50,2,10,7,JK-2200,REC
394138,1,8,10,2,6,7,BJ-0600,RUSH
394157,2,15,0,3,4,7,SS-2200,REC
394231,4,12,35,2,18,7,SM-3700,REC
394277,1,10,7,1,1,7,LH-0500,RUSH
394306,2,14,56,4,25,7,RD-0900,REC
394400,4,9,55,1,34,7,PT-0400,RUSH
394425,4,2,10,2,19,7,PT-0400,RUSH
394446,1,10,35,3,39,7,JJ-4800,REC
394505,2,2,0,4,1,7,GO-0100,REC
394524,3,11,36,3,7,7,JK-1800,REC
394586,4,2,0,2,36,8,DH-2700,REC
394627,1,2,11,3,2,7,BM-0300,REC
394678,3,11,2,2,7,7,KM-2900,RUSH
394842,3,2,7,3,5,7,PR-0300,RUSH
394878,4,5,53,1,31,7,EW-0400,INT
394891,4,2,57,2,14,7,RW-2600,RUSH
394957,2,9,11,1,20,7,RW-1100,REC
394969,2,5,54,2,10,7,DC-1600,REC
394979,2,2,0,1,53,7,PG-0100,REC
394999,3,10,54,3,10,7,AB-2000,REC
395023,3,2,32,2,3,7,JA-0300,REC
395138,2,1,10,1,25,7,DR-3200,REC
395169,3,5,6,1,5,7,TC-1300,RUSH
395208,4,5,15,2,27,8,TN-0400,INT
395237,1,10,55,1,1,7,KS-1700,RUSH
395244,1,8,59,3,5,7,JC-6200,RUSH
395257,1,5,8,3,14,7,WH-0500,REC
395273,2,14,19,2,2,7,KD-0400,REC
395283,2,10,59,4,1,7,GO-0100,REC
395308,2,0,31,1,3,7,KS-1700,RUSH
395316,3,15,0,0,102,7,JK-1800,KR
395373,4,6,55,2,37,7,MF-1300,RUSH
395389,4,2,0,1,2,7,GW-1800,RUSH
395427,1,0,40,1,5,7,CJ-1200,REC
395432,2,14,26,1,75,7,RG-0700,FUM
395466,2,1,33,1,1,7,SH-0600,REC
395501,3,1,44,4,1,7,DA-1300,RUSH
395538,4,2,2,4,2,6,CJ-1200,REC
395650,2,10,46,2,32,7,SS-1600,RUSH
395660,2,8,19,3,18,7,SS-1600,REC
395703,3,8,53,0,95,7,JJ-3900,KR
395780,1,6,12,3,1,7,DB-4800,RUSH
395815,2,5,36,1,5,7,RW-1100,REC
395842,2,0,9,2,21,7,AC-2100,REC
395860,3,8,6,3,12,7,JA-0300,RUSH
395917,4,3,5,2,7,7,SW-0100,RUSH
395928,4,0,22,1,1,7,OS-0300,REC
395952,1,6,40,1,9,7,MJ-2500,RUSH
395984,2,7,42,1,9,7,MW-0400,REC
396012,2,0,34,1,15,7,MW-0400,REC
396054,3,0,26,2,14,6,NW-0100,REC
396083,4,5,37,4,10,8,KC-2000,RUSH
396088,4,5,12,3,33,7,ML-1500,REC
396110,1,12,49,2,3,7,SS-2200,REC
396145,2,13,39,1,25,7,SS-2200,REC
396225,4,13,28,3,54,7,HN-0500,REC
396239,4,9,31,1,1,6,SR-1500,REC
396260,4,5,1,4,2,7,BW-0100,REC
396303,1,7,4,3,20,7,DM-0500,REC
396321,2,14,16,2,1,7,TB-2300,RUSH
396348,2,4,2,1,12,7,SM-3400,RUSH
396385,3,6,27,1,0,7,DE-0500,FUM
396393,3,2,31,3,14,7,RM-5000,REC
396403,4,14,22,2,13,7,WM-0300,REC
396450,1,13,6,2,8,7,AB-3800,REC
396547,3,3,38,1,17,6,CC-4300,REC
396554,3,1,29,1,59,7,SM-3600,REC
396637,2,11,31,1,23,7,VD-0200,INT
396654,2,4,29,4,1,7,RB-3900,RUSH
396685,3,8,31,1,5,7,BH-0800,REC
396698,3,2,45,3,1,7,RW-2600,RUSH
396710,4,14,55,4,3,7,JR-1200,REC
396735,4,3,49,1,4,7,RB-3900,RUSH
396780,2,15,0,2,99,7,DS-1600,INT
396797,2,9,9,2,0,7,RA-1600,FUM
396846,3,7,55,1,15,7,TJ-2700,RUSH
396882,4,6,13,1,1,7,PT-0400,RUSH
396937,1,0,50,2,1,7,MB-0400,RUSH
396954,2,10,10,1,9,7,KM-2900,REC
397050,4,2,0,1,51,7,BM-0300,REC
397117,2,5,40,4,0,7,QB-0300,PR
397158,3,7,8,2,13,7,VD-0100,REC
397163,3,5,40,3,23,7,PW-1200,INT
397183,4,14,22,2,24,7,JM-6300,REC
397187,4,14,8,2,11,7,RM-2400,FUM
397221,1,11,53,1,1,7,RM-3900,RUSH
397239,1,4,17,3,19,7,MM-4800,REC
397280,2,1,33,1,2,7,RM-3900,RUSH
397302,3,7,56,2,6,7,HM-0200,REC
397318,3,1,40,3,3,7,AG-0500,REC
397333,4,12,57,4,-1,7,SL-0900,PR
397343,4,7,24,1,6,7,HM-0200,REC
397349,4,5,57,1,30,7,AG-0500,REC
397355,4,4,39,1,13,7,CC-1300,REC
397395,1,3,26,2,1,7,VS-0100,REC
397400,1,2,27,3,62,7,JF-1600,REC
397425,2,5,4,3,14,7,SR-0500,REC
397432,2,3,30,1,42,7,CM-0900,FUM
397441,2,0,33,1,1,7,AP-0700,RUSH
397457,3,10,45,1,31,7,BB-1900,REC
397507,4,3,49,2,33,6,JN-0900,REC
397563,2,12,27,3,52,7,ER-0100,INT
397630,3,1,1,1,28,7,CB-1400,RUSH
397651,4,7,13,2,48,7,RR-0400,REC
397678,4,0,27,1,20,7,AC-0100,REC
397851,1,14,2,2,10,7,CP-2100,REC
397932,3,10,9,1,1,7,CP-2100,RUSH
397938,3,8,38,2,17,7,JK-1200,REC
397973,4,9,25,2,8,8,JS-6700,RUSH
398013,1,6,50,1,7,7,RM-3900,RUSH
398039,2,10,45,2,15,7,HM-0200,REC
398050,2,7,1,3,38,7,WP-0200,INT
398058,2,3,57,2,17,7,HW-0100,REC
398091,3,6,13,1,47,7,MW-0500,REC
398132,4,5,3,1,25,7,DN-1400,REC
398193,2,11,4,3,1,7,MV-0400,REC
398263,3,2,36,1,36,7,TC-1300,RUSH
398303,4,2,27,3,59,7,MA-1400,REC
398315,4,0,29,4,16,7,DB-3200,REC
398338,5,8,33,2,60,6,MA-1400,REC
398355,1,7,6,4,1,7,AB-2600,RUSH
398365,1,3,27,1,19,7,AB-2600,RUSH
398376,2,15,0,1,30,7,MM-0700,REC
398384,2,12,48,3,9,7,HN-0500,REC
398408,2,2,23,2,5,7,MB-5200,RUSH
398437,3,10,6,3,12,7,DC-0700,RUSH
398492,1,12,27,1,51,7,JM-0200,REC
398543,2,4,48,1,20,7,LW-0600,REC
398551,2,2,0,1,9,7,KW-2300,REC
398555,2,1,40,1,40,7,JM-0200,REC
398585,3,8,10,1,7,7,BW-1000,RUSH
398623,4,7,22,4,9,7,KW-2300,REC
398654,1,10,23,1,5,7,AP-0700,RUSH
398661,1,8,14,1,52,7,JA-0900,FUM
398732,3,9,21,2,13,7,VS-0100,REC
398767,4,10,7,1,7,7,AP-0700,RUSH
398776,4,6,52,1,27,7,DA-2100,REC
398787,4,2,0,3,1,7,CT-0100,RUSH
398807,1,11,15,1,7,7,MT-2400,RUSH
398820,1,6,39,1,31,7,RW-2200,REC
398829,1,4,23,3,2,7,GC-0600,RUSH
398863,2,7,13,3,90,7,RW-2200,REC
398868,2,5,44,2,3,7,MT-2400,RUSH
398882,2,1,21,1,1,7,MT-2400,RUSH
398939,4,8,27,1,1,7,MR-2500,RUSH
398976,1,9,32,2,1,7,TH-1600,RUSH
399031,2,1,50,1,9,7,LF-0200,REC
399041,2,0,27,1,26,7,LF-0200,REC
399071,3,3,43,3,1,7,CB-3600,RUSH
399088,4,13,9,2,11,7,AJ-0900,REC
399103,4,7,9,1,17,7,AJ-0900,REC
399117,4,2,30,3,49,7,DR-2800,INT
399146,1,6,51,3,8,7,WW-0200,REC
399190,2,4,36,3,11,7,BM-0300,REC
399202,2,0,9,3,7,7,BW-0700,REC
399268,4,5,27,1,11,7,BM-0300,REC
399374,2,4,50,1,34,7,TH-2700,REC
399383,2,2,19,1,44,7,NB-0800,REC
399404,3,10,14,1,13,7,TH-2700,REC
399418,3,5,59,3,5,7,NB-0800,REC
399432,4,14,19,3,79,7,NR-0200,FUM
399475,1,7,33,4,3,7,RW-1100,REC
399519,2,5,2,2,1,7,JA-0300,RUSH
399540,2,0,25,1,39,7,AC-2100,REC
399556,3,9,58,2,6,7,AC-2100,REC
399631,1,7,36,3,1,7,RB-3900,RUSH
399642,1,3,57,3,3,7,BE-0200,REC
399728,4,14,23,2,2,7,AF-0200,REC
399735,4,12,20,1,1,7,TJ-2700,RUSH
399742,4,10,19,1,53,7,TG-0900,REC
399757,4,5,19,1,3,7,TJ-2700,RUSH
399773,4,0,10,3,2,7,RB-3900,RUSH
399809,1,1,8,1,12,7,OD-0100,REC
399819,2,11,39,1,10,7,CB-1400,RUSH
399828,2,8,8,2,38,7,SS-1600,REC
399853,2,0,56,2,8,7,LC-0800,REC
399869,3,11,31,1,23,7,JJ-3900,REC
399893,3,2,34,2,7,7,OD-0100,REC
399947,1,11,36,3,47,7,JJ-4200,REC
399958,1,7,25,2,1,7,JK-2200,REC
400100,1,10,17,2,17,7,DA-2100,REC
400107,1,7,48,1,4,6,MJ-2500,RUSH
400214,4,8,10,3,1,7,MJ-2500,RUSH
400225,4,4,46,2,36,7,LL-1000,INT
400237,4,2,0,2,3,7,MJ-2500,RUSH
400271,1,11,31,2,19,7,VS-0100,REC
400285,1,6,20,1,4,7,BB-1900,REC
400368,3,4,20,1,22,7,RR-0400,RUSH
400391,4,10,12,3,1,7,VS-0100,REC
400400,4,8,42,2,32,7,MC-1400,REC
400411,4,5,12,1,12,7,DM-0500,REC
400418,4,3,44,1,33,7,RR-0400,RUSH
400453,1,7,23,4,2,7,MB-1500,RUSH
400467,1,2,26,1,1,7,JS-2700,REC
400480,2,12,47,1,36,6,RM-3500,REC
400492,2,7,47,3,10,7,AB-2600,RUSH
400502,2,5,8,2,12,7,LM-1500,REC
400508,2,3,25,2,15,7,MM-0700,REC
400521,2,0,15,2,7,7,RB-4900,RUSH
400550,3,4,14,2,12,7,MC-2400,REC
400585,4,7,7,1,2,7,HE-0300,RUSH
400598,4,3,21,1,37,7,HN-0500,REC
400652,2,11,35,1,8,7,HM-0200,REC
400670,2,4,38,1,52,7,HW-0100,REC
400672,2,4,28,0,98,7,JC-5600,KR
400695,3,11,43,3,1,7,LV-0200,REC
400703,3,8,39,1,2,7,RM-3900,RUSH
400774,1,11,7,1,20,7,CW-2200,RUSH
400804,2,11,59,1,20,7,DW-3600,RUSH
400845,3,12,15,1,1,7,JK-1200,REC
400864,3,2,44,3,26,7,JS-6700,RUSH
400866,3,2,33,0,97,7,SS-3000,KR
400885,4,8,43,3,26,7,TJ-0200,INT
400903,4,1,21,1,1,7,DW-3600,RUSH
401103,1,2,21,1,86,7,ZM-0200,REC
401253,1,4,24,1,2,7,LF-0200,REC
401258,1,3,10,1,2,7,TH-1600,RUSH
401340,3,2,59,2,16,7,SB-1400,REC
401414,1,6,0,2,45,7,LM-0300,RUSH
401442,2,10,2,1,40,7,RM-5000,REC
401447,2,9,7,2,28,7,RM-5000,REC
401456,2,6,30,1,38,7,KF-0200,REC
401468,2,2,0,2,30,7,WW-0200,REC
401484,2,0,17,2,5,7,WW-0200,REC
401497,3,10,17,3,9,7,RM-5000,REC
401518,3,0,13,2,1,7,BH-1900,RUSH
401614,2,7,40,1,71,7,TJ-2700,RUSH
401673,3,2,38,3,37,7,LE-0300,REC
401777,2,15,0,1,23,7,JK-1800,REC
401794,2,9,10,1,40,7,RW-2200,REC
401817,2,0,9,3,10,7,TG-1300,REC
401876,4,6,18,3,2,7,GO-0100,REC
401885,4,3,10,2,5,7,MT-2400,RUSH
401927,1,4,51,0,93,7,ER-0500,KR
401937,1,0,11,2,3,7,VJ-0100,REC
401959,2,6,11,4,71,7,ER-0500,PR
401974,2,1,20,4,77,7,DS-3300,PR
402010,3,3,48,1,19,7,TS-0700,REC
402051,4,3,1,3,5,7,BS-4100,REC
402072,1,11,8,3,9,7,CH-2800,REC
402093,1,1,13,1,8,7,CJ-1200,REC
402106,2,11,20,2,3,7,JF-2900,REC
402126,2,2,55,3,8,7,LC-0800,REC
402167,3,4,53,3,13,7,CJ-1200,REC
402181,4,15,0,1,1,7,CB-1400,RUSH
402191,4,11,54,3,5,7,DH-2700,REC
402250,2,12,22,3,45,7,SH-0500,REC
402265,2,7,12,1,71,7,DD-2600,REC
402281,2,2,0,3,1,7,RG-1600,RUSH
402336,4,9,47,1,5,7,JJ-4200,REC
402389,1,2,32,1,1,7,SS-1600,RUSH
402409,2,10,48,2,9,7,SS-1600,REC
402424,2,4,28,1,42,7,OD-0100,REC
402445,3,11,8,1,29,7,VD-0100,REC
402473,4,12,48,1,14,7,VD-0100,REC
402494,4,3,49,1,23,7,VD-0100,REC
402532,1,7,36,3,3,7,MF-0800,REC
402548,1,1,31,2,10,7,VJ-0100,REC
402612,3,9,54,4,7,7,DB-3200,REC
402626,3,5,56,3,58,7,DS-3300,REC
402662,4,9,21,4,0,7,JH-3600,BLPU
402742,2,5,17,3,2,7,AP-0700,RUSH
402764,2,0,31,2,40,7,MW-0500,REC
402825,4,6,42,3,77,7,LW-1600,FUM
402827,4,6,23,0,88,7,PH-0400,KR
402843,4,1,15,2,82,7,KF-0400,INT
402863,1,8,54,2,6,7,RW-1100,REC
402878,1,3,39,1,27,7,DC-1600,REC
402918,2,2,0,3,6,7,JA-0300,RUSH
